指标名称,中国:国债到期收益率:10年,中国:国债到期收益率:1年,中国:国债到期收益率:5年,中国:国债到期收益率:3年
频率,日,日,日,日
单位,%,%,%,%
指标ID,M1001654,M1001646,M1001650,M1001648
来源,中证指数公司,中证指数公司,中证指数公司,中证指数公司
2015-05-12,3.389,2.6096,3.1732,2.9964
2015-05-13,3.3873,2.5452,3.0961,2.9478
2015-05-14,3.3628,2.432,3.0678,2.8424
2015-05-15,3.3599,2.3385,3.0019,2.7871
2015-05-18,3.3783,2.4254,2.9996,2.7666
2015-05-19,3.4231,2.4257,3.0613,2.8698
2015-05-20,3.4171,2.4616,3.0635,2.8461
2015-05-21,3.4115,2.4419,3.0721,2.8236
2015-05-22,3.4177,2.3971,3.0874,2.8156
2015-05-25,3.4236,2.3207,3.1098,2.8089
2015-05-26,3.4908,2.133,3.1468,2.8185
2015-05-27,3.4922,1.9024,3.1449,2.8219
2015-05-28,3.5362,1.8863,3.2001,2.828
2015-05-29,3.5969,1.9799,3.2642,2.8504
2015-06-01,3.6253,2.018,3.2753,2.8434
2015-06-02,3.601,2.0129,3.2432,2.8328
2015-06-03,3.6049,1.9634,3.193,2.83
2015-06-04,3.5868,1.9407,3.2008,2.8576
2015-06-05,3.5868,1.8974,3.1894,2.8031
2015-06-08,3.5689,1.8755,3.1971,2.7957
2015-06-09,3.5517,1.7989,3.1805,2.8955
2015-06-10,3.5736,1.6846,3.1943,2.7909
2015-06-11,3.6132,1.7707,3.2084,2.8053
2015-06-12,3.6168,1.755,3.2531,2.9095
2015-06-15,3.6359,1.6915,3.223,2.8098
2015-06-16,3.6242,1.7312,3.2341,2.8355
2015-06-17,3.6114,1.7147,3.2312,2.8437
2015-06-18,3.5862,1.7141,3.2005,2.8609
2015-06-19,3.5739,1.7158,3.1741,2.8542
2015-06-23,3.6152,1.7854,3.1814,2.8355
2015-06-24,3.5727,1.7378,3.2131,2.8566
2015-06-25,3.6129,1.8174,3.1958,2.8404
2015-06-26,3.5979,1.8102,3.2039,2.8453
2015-06-29,3.5779,1.7798,3.1993,2.8099
2015-06-30,3.6054,1.6801,3.1901,2.8593
2015-07-01,3.6047,1.7028,3.1716,2.8567
2015-07-02,3.6093,1.7985,3.1727,2.8541
2015-07-03,3.5918,1.905,3.217,2.8617
2015-07-06,3.518,1.824,3.1534,2.8391
2015-07-07,3.4572,1.8754,3.0993,2.8089
2015-07-08,3.4095,2.1318,3.082,2.775
2015-07-09,3.4419,2.1879,3.0993,2.7914
2015-07-10,3.4783,2.3128,3.0995,2.8088
2015-07-13,3.4901,2.3341,3.1128,2.8097
2015-07-14,3.5378,2.5158,3.2301,2.8356
2015-07-15,3.5454,2.4486,3.1419,2.844
2015-07-16,3.5293,2.4313,3.1396,2.8264
2015-07-17,3.5148,2.4584,3.139,2.8245
2015-07-20,3.5123,2.4618,3.1379,2.8199
2015-07-21,3.5239,2.4553,3.1235,2.8129
2015-07-22,3.5314,2.4488,3.1415,2.8239
2015-07-23,3.4954,2.3853,3.1331,2.8044
2015-07-24,3.4671,2.3135,3.1368,2.8103
2015-07-27,3.4718,2.3168,3.1478,2.7997
2015-07-28,3.4423,2.293,3.1331,2.8004
2015-07-29,3.4488,2.2764,3.0927,2.807
2015-07-30,3.4234,2.2689,3.1528,2.8331
2015-07-31,3.4505,2.2562,3.1585,2.8483
2015-08-03,3.4721,2.2683,3.1653,2.8413
2015-08-04,3.4559,2.3283,3.1781,2.8539
2015-08-05,3.4549,2.3019,3.1634,2.851
2015-08-06,3.4749,2.2391,3.1811,2.8436
2015-08-07,3.4615,2.2893,3.1442,2.8416
2015-08-10,3.455,2.2377,3.1451,2.8365
2015-08-11,3.4997,2.2499,3.1671,2.8715
2015-08-12,3.5348,2.3595,3.227,2.9123
2015-08-13,3.5264,2.3842,3.253,2.9059
2015-08-14,3.5103,2.2584,3.2275,2.8864
2015-08-17,3.5031,2.2755,3.2326,2.8811
2015-08-18,3.5101,2.2768,3.2409,2.8821
2015-08-19,3.517,2.2738,3.2356,2.8695
2015-08-20,3.5252,2.2838,3.2396,2.8697
2015-08-21,3.4959,2.2805,3.2552,2.8661
2015-08-24,3.4943,2.2913,3.2232,2.8711
2015-08-25,3.4587,2.2885,3.1929,2.8693
2015-08-26,3.4374,2.2918,3.1706,2.8502
2015-08-27,3.4061,2.2893,3.155,2.8769
2015-08-28,3.385,2.2679,3.1334,2.8683
2015-08-31,3.3536,2.3713,3.114,2.8722
2015-09-01,3.2934,2.2785,3.1547,2.9077
2015-09-02,3.3114,2.2688,3.1052,2.8719
2015-09-07,3.3054,2.2681,3.1517,2.8929
2015-09-08,3.352,2.2662,3.1594,2.9008
2015-09-09,3.3395,2.2636,3.1442,2.9096
2015-09-10,3.3593,2.2808,3.1618,2.9212
2015-09-11,3.3409,2.2685,3.166,2.917
2015-09-14,3.3302,2.2701,3.1833,2.9052
2015-09-15,3.3239,2.3156,3.1571,2.9006
2015-09-16,3.3015,2.3322,3.1631,2.9009
2015-09-17,3.3113,2.3142,3.1514,2.9057
2015-09-18,3.3242,2.3032,3.1502,2.9075
2015-09-21,3.3186,2.3281,3.1584,2.9147
2015-09-22,3.3278,2.3418,3.1504,2.9283
2015-09-23,3.3286,2.3088,3.1501,2.9455
2015-09-24,3.3255,2.3222,3.1455,2.9414
2015-09-25,3.3197,2.3982,3.1437,2.9355
2015-09-28,3.2956,2.3831,3.1187,2.9241
2015-09-29,3.265,2.3916,3.0827,2.8992
2015-09-30,3.2475,2.3713,3.0679,2.9203
2015-10-08,3.2363,2.3752,3.0663,2.9199
2015-10-09,3.1963,2.3854,3.0123,2.889
2015-10-12,3.1466,2.4162,2.9648,2.8575
2015-10-13,3.1321,2.3959,2.9574,2.8252
2015-10-14,3.0562,2.4061,3.0156,2.828
2015-10-15,3.0642,2.4004,2.932,2.7912
2015-10-16,3.1009,2.4026,2.9553,2.8034
2015-10-19,3.1091,2.4481,3.0055,2.8101
2015-10-20,3.0776,2.4433,2.9436,2.7869
2015-10-21,3.0347,2.4521,2.927,2.7842
2015-10-22,3.0568,2.4418,2.8999,2.7719
2015-10-23,3.0331,2.4649,2.8895,2.7602
2015-10-26,3.0206,2.4484,2.868,2.7386
2015-10-27,2.9845,2.4167,2.8347,2.7253
2015-10-28,2.9832,2.393,2.8008,2.7203
2015-10-29,3.0305,2.3994,2.8744,2.7152
2015-10-30,3.0418,2.3967,2.8796,2.7262
2015-11-02,3.0533,2.4033,2.9342,2.712
2015-11-03,3.0659,2.4158,2.8963,2.722
2015-11-04,3.0812,2.4282,2.9232,2.7371
2015-11-05,3.1356,2.4367,2.9356,2.7538
2015-11-06,3.1195,2.4482,2.9382,2.742
2015-11-09,3.1424,2.4973,3.0071,2.7953
2015-11-10,3.2206,2.5413,3.0507,2.8368
2015-11-11,3.1776,2.5617,3.027,2.8289
2015-11-12,3.1531,2.5614,3.0069,2.8329
2015-11-13,3.1285,2.5443,2.9614,2.8208
2015-11-16,3.1305,2.5641,2.9691,2.8266
2015-11-17,3.1398,2.5809,2.9837,2.8284
2015-11-18,3.1416,2.5861,2.9944,2.8317
2015-11-19,3.1546,2.5908,2.9941,2.8402
2015-11-20,3.1439,2.5922,2.987,2.8521
2015-11-23,3.1304,2.5847,2.9858,2.8494
2015-11-24,3.1359,2.582,3.0051,2.8381
2015-11-25,3.0945,2.5804,2.9452,2.8378
2015-11-26,3.0573,2.5887,2.9443,2.8273
2015-11-27,3.0646,2.582,2.899,2.8332
2015-11-30,3.0557,2.5595,2.8972,2.8144
2015-12-01,3.0423,2.5798,2.9089,2.8196
2015-12-02,3.053,2.5677,2.8768,2.7992
2015-12-03,3.0461,2.5732,2.9344,2.7525
2015-12-04,3.0244,2.5581,2.9167,2.7173
2015-12-07,3.0377,2.5396,2.8559,2.733
2015-12-08,3.0103,2.5265,2.8902,2.699
2015-12-09,3.0552,2.506,2.9076,2.6938
2015-12-10,3.0107,2.5035,2.8297,2.6872
2015-12-11,2.9921,2.4838,2.8157,2.6814
2015-12-14,3.0099,2.4614,2.8297,2.7068
2015-12-15,3.034,2.4717,2.8468,2.7153
2015-12-16,3.0097,2.4398,2.8462,2.7222
2015-12-17,3.0018,2.4308,2.8668,2.7033
2015-12-18,2.9689,2.4096,2.8346,2.6643
2015-12-21,2.9122,2.3795,2.8562,2.6078
2015-12-22,2.8673,2.3634,2.6876,2.5348
2015-12-23,2.8656,2.3824,2.6802,2.6029
2015-12-24,2.8747,2.3549,2.7206,2.5856
2015-12-25,2.8133,2.3017,2.6612,2.5669
2015-12-28,2.7987,2.347,2.6447,2.5259
2015-12-29,2.808,2.3242,2.6686,2.5395
2015-12-30,2.8042,2.3072,2.6624,2.5253
2015-12-31,2.8341,2.3682,2.675,2.559
2016-01-04,2.8567,2.3418,2.7146,2.562
2016-01-05,2.8883,2.3898,2.7602,2.5981
2016-01-06,2.8954,2.3849,2.7403,2.6145
2016-01-07,2.8343,2.3974,2.7316,2.5901
2016-01-08,2.8325,2.3773,2.7441,2.6198
2016-01-11,2.8164,2.383,2.7338,2.6166
2016-01-12,2.7849,2.354,2.7202,2.5534
2016-01-13,2.7371,2.2907,2.6821,2.5229
2016-01-14,2.7204,2.2896,2.6284,2.4969
2016-01-15,2.7408,2.2804,2.631,2.5314
2016-01-18,2.7718,2.268,2.5996,2.5264
2016-01-19,2.7846,2.2949,2.6435,2.5359
2016-01-20,2.8067,2.3018,2.6856,2.5646
2016-01-21,2.7895,2.3445,2.6951,2.5799
2016-01-22,2.7649,2.3259,2.6082,2.5369
2016-01-25,2.8329,2.3458,2.6736,2.5831
2016-01-26,2.8394,2.3491,2.6945,2.5894
2016-01-27,2.8943,2.333,2.7104,2.6189
2016-01-28,2.8927,2.352,2.7232,2.6076
2016-01-29,2.8382,2.3462,2.7131,2.5829
2016-02-01,2.8606,2.3348,2.7055,2.5594
2016-02-02,2.837,2.3296,2.681,2.5366
2016-02-03,2.8471,2.3492,2.7067,2.5709
2016-02-04,2.841,2.3523,2.7006,2.5491
2016-02-05,2.8544,2.3392,2.7172,2.5257
2016-02-15,2.8427,2.3391,2.6827,2.536
2016-02-16,2.8504,2.3317,2.6587,2.5517
2016-02-17,2.8407,2.3248,2.6468,2.522
2016-02-18,2.8415,2.3072,2.6708,2.5583
2016-02-19,2.8161,2.3077,2.6227,2.5571
2016-02-22,2.8183,2.2955,2.6472,2.5064
2016-02-23,2.8482,2.2864,2.6415,2.5085
2016-02-24,2.8535,2.2941,2.6504,2.5024
2016-02-25,2.8551,2.2825,2.6665,2.5006
2016-02-26,2.8684,2.2846,2.6385,2.4956
2016-02-29,2.846,2.2688,2.6492,2.5046
2016-03-01,2.8439,2.222,2.6247,2.4786
2016-03-02,2.8593,2.2251,2.6018,2.4689
2016-03-03,2.8734,2.2057,2.6171,2.456
2016-03-04,2.8834,2.1937,2.628,2.4566
2016-03-07,2.9053,2.2097,2.6388,2.5088
2016-03-08,2.9402,2.2082,2.6425,2.4874
2016-03-09,2.9067,2.2094,2.6504,2.4608
2016-03-10,2.8662,2.1977,2.6123,2.451
2016-03-11,2.8504,2.1897,2.575,2.4288
2016-03-14,2.8623,2.1945,2.5759,2.4427
2016-03-15,2.8549,2.1792,2.5686,2.414
2016-03-16,2.8255,2.1688,2.5599,2.4011
2016-03-17,2.8409,2.1405,2.545,2.3733
2016-03-18,2.8191,2.1086,2.5418,2.3675
2016-03-21,2.8182,2.0968,2.5465,2.3391
2016-03-22,2.8384,2.0931,2.5408,2.3378
2016-03-23,2.8369,2.1071,2.5447,2.358
2016-03-24,2.8267,2.1001,2.5183,2.3208
2016-03-25,2.8497,2.1019,2.5052,2.3095
2016-03-28,2.8916,2.1144,2.5141,2.317
2016-03-29,2.8649,2.1094,2.49,2.3053
2016-03-30,2.8357,2.1096,2.4722,2.2846
2016-03-31,2.8306,2.0947,2.4452,2.3017
2016-04-01,2.836,2.109,2.4599,2.299
2016-04-05,2.8408,2.1124,2.4732,2.307
2016-04-06,2.8607,2.1128,2.4772,2.3262
2016-04-07,2.885,2.134,2.4905,2.3278
2016-04-08,2.9097,2.1637,2.4824,2.3444
2016-04-11,2.8937,2.1805,2.4929,2.3427
2016-04-12,2.9022,2.2065,2.5006,2.3787
2016-04-13,2.9098,2.2255,2.5555,2.3958
2016-04-14,2.9258,2.243,2.5779,2.4048
2016-04-15,2.9126,2.2469,2.6208,2.4236
2016-04-18,2.8989,2.2435,2.6413,2.4253
2016-04-19,2.9026,2.2307,2.6444,2.4029
2016-04-20,2.9297,2.2471,2.6988,2.441
2016-04-21,2.9277,2.2638,2.6923,2.4498
2016-04-22,2.925,2.2866,2.6999,2.4518
2016-04-25,2.9227,2.2954,2.729,2.5001
2016-04-26,2.9246,2.3429,2.7852,2.5474
2016-04-27,2.9146,2.3375,2.738,2.5055
2016-04-28,2.887,2.3447,2.7372,2.5531
2016-04-29,2.8883,2.3407,2.7386,2.5494
2016-05-03,2.8882,2.3063,2.7114,2.5938
2016-05-04,2.8922,2.3072,2.7209,2.583
2016-05-05,2.8926,2.3048,2.7189,2.5795
2016-05-06,2.8975,2.3264,2.7193,2.5838
2016-05-09,2.9241,2.3594,2.6934,2.5767
2016-05-10,2.905,2.3265,2.6835,2.5732
2016-05-11,2.9054,2.3107,2.7,2.57
2016-05-12,2.905,2.3391,2.7032,2.5487
2016-05-13,2.9032,2.2956,2.6989,2.5328
2016-05-16,2.9176,2.2955,2.7097,2.5163
2016-05-17,2.9303,2.305,2.7138,2.5241
2016-05-18,2.9486,2.3111,2.7324,2.5491
2016-05-19,2.9525,2.3166,2.7689,2.5532
2016-05-20,2.9446,2.3203,2.7472,2.5404
2016-05-23,2.9374,2.3061,2.7439,2.5476
2016-05-24,2.9436,2.3113,2.7416,2.5502
2016-05-25,2.9341,2.3132,2.7415,2.5449
2016-05-26,2.9368,2.3159,2.7397,2.5452
2016-05-27,2.937,2.328,2.7471,2.5863
2016-05-30,2.9506,2.3176,2.751,2.5972
2016-05-31,2.9848,2.3255,2.7488,2.608
2016-06-01,2.9673,2.3205,2.7461,2.5999
2016-06-02,2.9905,2.334,2.7487,2.5961
2016-06-03,3.0223,2.3746,2.7708,2.6018
2016-06-06,3.0112,2.3767,2.7619,2.5975
2016-06-07,3.0035,2.3854,2.7617,2.6007
2016-06-08,3.0023,2.3918,2.7782,2.5935
2016-06-13,3.003,2.4081,2.7862,2.6011
2016-06-14,2.968,2.3943,2.7927,2.5986
2016-06-15,2.9777,2.3804,2.7765,2.5986
2016-06-16,2.9462,2.391,2.7954,2.5941
2016-06-17,2.9623,2.392,2.7594,2.584
2016-06-20,2.9482,2.3993,2.759,2.5882
2016-06-21,2.9498,2.399,2.765,2.5907
2016-06-22,2.9339,2.4028,2.7463,2.5941
2016-06-23,2.9228,2.3988,2.737,2.5861
2016-06-24,2.9093,2.3951,2.7166,2.5694
2016-06-27,2.8416,2.396,2.675,2.5606
2016-06-28,2.8196,2.4033,2.6664,2.5422
2016-06-29,2.852,2.3969,2.6768,2.5572
2016-06-30,2.8555,2.3963,2.6765,2.5517
2016-07-01,2.8128,2.3914,2.6542,2.5375
2016-07-04,2.8122,2.3887,2.6475,2.535
2016-07-05,2.8366,2.3846,2.6718,2.5398
2016-07-06,2.8365,2.38,2.6751,2.5386
2016-07-07,2.8094,2.351,2.6457,2.5215
2016-07-08,2.8005,2.3508,2.635,2.5161
2016-07-11,2.8185,2.3412,2.6444,2.5169
2016-07-12,2.83,2.3291,2.6466,2.5093
2016-07-13,2.8362,2.3183,2.6967,2.5246
2016-07-14,2.8397,2.3295,2.6798,2.5272
2016-07-15,2.8383,2.3254,2.6722,2.5238
2016-07-18,2.824,2.3113,2.6721,2.5278
2016-07-19,2.8212,2.293,2.6583,2.5115
2016-07-20,2.8047,2.2638,2.6522,2.4989
2016-07-21,2.7649,2.262,2.6225,2.4801
2016-07-22,2.7874,2.257,2.6075,2.4775
2016-07-25,2.7897,2.2638,2.6042,2.4895
2016-07-26,2.7986,2.2724,2.5912,2.4838
2016-07-27,2.7824,2.254,2.578,2.4845
2016-07-28,2.788,2.2432,2.578,2.4745
2016-07-29,2.7702,2.2423,2.5836,2.457
2016-08-01,2.7735,2.2495,2.5793,2.4564
2016-08-02,2.7822,2.2357,2.5815,2.4485
2016-08-03,2.7722,2.2316,2.5868,2.4387
2016-08-04,2.772,2.2211,2.5741,2.4335
2016-08-05,2.7626,2.2058,2.5744,2.4272
2016-08-08,2.7489,2.1941,2.5639,2.4301
2016-08-09,2.7349,2.1863,2.5361,2.3873
2016-08-10,2.6927,2.1716,2.5075,2.3849
2016-08-11,2.691,2.1627,2.4897,2.3941
2016-08-12,2.6855,2.1543,2.4912,2.3758
2016-08-15,2.6459,2.1358,2.465,2.3612
2016-08-16,2.6423,2.1106,2.4694,2.3531
2016-08-17,2.6808,2.1137,2.4894,2.3587
2016-08-18,2.6773,2.1074,2.5185,2.3554
2016-08-19,2.6964,2.1175,2.513,2.3667
2016-08-22,2.701,2.1144,2.5101,2.3797
2016-08-23,2.6954,2.1097,2.5125,2.3847
2016-08-24,2.7294,2.121,2.549,2.4082
2016-08-25,2.7143,2.1339,2.5288,2.4192
2016-08-26,2.7066,2.1299,2.5587,2.4189
2016-08-29,2.7015,2.1383,2.5357,2.4185
2016-08-30,2.7334,2.1418,2.5568,2.4227
2016-08-31,2.7426,2.1417,2.5548,2.4329
2016-09-01,2.7358,2.1338,2.5604,2.4255
2016-09-02,2.7381,2.131,2.5566,2.4199
2016-09-05,2.7509,2.1458,2.5752,2.4209
2016-09-06,2.7639,2.1466,2.5848,2.4271
2016-09-07,2.7648,2.1484,2.5862,2.4284
2016-09-08,2.7791,2.1505,2.5814,2.4481
2016-09-09,2.7767,2.1611,2.5791,2.4255
2016-09-12,2.7987,2.1732,2.5902,2.4264
2016-09-13,2.7732,2.1688,2.5931,2.4279
2016-09-14,2.7582,2.1761,2.5997,2.447
2016-09-19,2.7575,2.1815,2.5841,2.4406
2016-09-20,2.7514,2.1838,2.5735,2.4265
2016-09-21,2.753,2.19,2.5956,2.4424
2016-09-22,2.7638,2.2165,2.5895,2.4135
2016-09-23,2.7401,2.1881,2.5745,2.4111
2016-09-26,2.7277,2.1789,2.5684,2.4088
2016-09-27,2.7249,2.1882,2.5665,2.402
2016-09-28,2.7285,2.1686,2.5692,2.3805
2016-09-29,2.7237,2.1805,2.5652,2.3921
2016-09-30,2.7377,2.1598,2.5801,2.4232
2016-10-10,2.7181,2.1773,2.5178,2.3906
2016-10-11,2.7033,2.1923,2.515,2.3966
2016-10-12,2.6813,2.2178,2.5359,2.3867
2016-10-13,2.7142,2.1754,2.5278,2.3716
2016-10-14,2.7009,2.1621,2.4985,2.3793
2016-10-17,2.6951,2.1608,2.4773,2.3668
2016-10-18,2.6963,2.1818,2.4793,2.3303
2016-10-19,2.6917,2.1677,2.4583,2.3036
2016-10-20,2.6494,2.172,2.4311,2.2837
2016-10-21,2.6421,2.1553,2.4275,2.2925
2016-10-24,2.6479,2.1578,2.4302,2.2926
2016-10-25,2.6873,2.15,2.4327,2.3184
2016-10-26,2.7095,2.1641,2.473,2.3406
2016-10-27,2.7149,2.1818,2.4481,2.3417
2016-10-28,2.7032,2.1934,2.4375,2.3158
2016-10-31,2.7232,2.1907,2.4592,2.3636
2016-11-01,2.7512,2.1843,2.4338,2.3783
2016-11-02,2.7424,2.1836,2.4544,2.3193
2016-11-03,2.7315,2.1884,2.4535,2.3463
2016-11-04,2.7291,2.1555,2.4561,2.3096
2016-11-07,2.7479,2.1492,2.465,2.3652
2016-11-08,2.7737,2.1639,2.4844,2.3616
2016-11-09,2.7699,2.1626,2.5015,2.3646
2016-11-10,2.7919,2.1604,2.496,2.362
2016-11-11,2.7993,2.1455,2.5082,2.418
2016-11-14,2.846,2.1499,2.5864,2.3741
2016-11-15,2.8648,2.1975,2.6009,2.4015
2016-11-16,2.8646,2.1708,2.6347,2.4289
2016-11-17,2.8805,2.1754,2.6676,2.4337
2016-11-18,2.8992,2.1876,2.6708,2.4403
2016-11-21,2.892,2.2142,2.6731,2.4653
2016-11-22,2.8661,2.1917,2.6776,2.4453
2016-11-23,2.8747,2.2163,2.6616,2.4517
2016-11-24,2.848,2.2299,2.6532,2.4596
2016-11-25,2.8612,2.2225,2.6613,2.494
2016-11-28,2.8613,2.2188,2.6567,2.5016
2016-11-29,2.8948,2.2437,2.6915,2.5378
2016-11-30,2.9496,2.243,2.7002,2.5724
2016-12-01,2.9571,2.2541,2.7402,2.6178
2016-12-02,2.9998,2.4297,2.7751,2.6309
2016-12-05,3.0004,2.363,2.7509,2.6163
2016-12-06,3.0187,2.3533,2.8332,2.6449
2016-12-07,3.0709,2.4595,2.8889,2.6673
2016-12-08,3.0929,2.4707,2.9024,2.6886
2016-12-09,3.0779,2.4788,2.8865,2.6882
2016-12-12,3.1499,2.5361,2.8948,2.722
2016-12-13,3.1589,2.5496,2.9417,2.7322
2016-12-14,3.1821,2.6637,2.942,2.7546
2016-12-15,3.3355,2.9827,3.1083,2.9713
2016-12-16,3.2779,2.8177,3.0933,2.9673
2016-12-19,3.3456,3.0878,3.1179,3.0887
2016-12-20,3.3932,3.0382,3.203,3.1352
2016-12-21,3.2926,3.0418,3.1556,3.0893
2016-12-22,3.195,3.0164,3.0628,3.02
2016-12-23,3.1689,2.9183,3.0207,2.9665
2016-12-26,3.1446,2.8048,2.9373,2.9521
2016-12-27,3.1361,2.6897,2.9355,2.9307
2016-12-28,3.1599,2.7257,2.942,2.941
2016-12-29,3.0593,2.7218,2.9179,2.8036
2016-12-30,3.0161,2.6934,2.8854,2.7817
2017-01-03,3.1036,2.7158,2.9133,2.8097
2017-01-04,3.1478,2.7446,2.9057,2.8431
2017-01-05,3.2064,2.7676,2.9538,2.8626
2017-01-06,3.2033,2.7941,2.9369,2.8323
2017-01-09,3.1816,2.753,2.9532,2.8417
2017-01-10,3.1615,2.7219,2.9391,2.8233
2017-01-11,3.2078,2.7316,2.9325,2.8151
2017-01-12,3.1954,2.7131,2.9725,2.8303
2017-01-13,3.1995,2.6916,2.9551,2.8185
2017-01-16,3.2236,2.6356,2.9529,2.7993
2017-01-17,3.2637,2.6545,3.0155,2.8473
2017-01-18,3.267,2.6699,2.9878,2.8384
2017-01-19,3.2543,2.6575,2.974,2.8158
2017-01-20,3.2346,2.6886,2.979,2.7965
2017-01-23,3.2406,2.6204,2.9576,2.7745
2017-01-24,3.2745,2.6092,2.9533,2.7684
2017-01-25,3.3383,2.6621,2.9904,2.8265
2017-01-26,3.3447,2.7352,3.0228,2.8402
2017-02-03,3.4076,2.6903,3.0385,2.836
2017-02-06,3.4659,2.8012,3.0937,2.8833
2017-02-07,3.4716,2.9035,3.1281,2.9354
2017-02-08,3.4532,2.8856,3.116,2.9706
2017-02-09,3.4054,2.8154,3.0779,2.9592
2017-02-10,3.4257,2.8293,3.0381,2.9728
2017-02-13,3.4114,2.8351,3.0675,2.9611
2017-02-14,3.4334,2.8262,3.0464,2.9552
2017-02-15,3.4311,2.837,3.0671,2.9414
2017-02-16,3.3913,2.8148,3.0695,2.9097
2017-02-17,3.3532,2.7869,3.0392,2.8635
2017-02-20,3.292,2.7378,2.9979,2.8712
2017-02-21,3.3039,2.7239,3.0275,2.8872
2017-02-22,3.3117,2.7062,3.0086,2.8896
2017-02-23,3.2963,2.7049,3.0135,2.885
2017-02-24,3.3014,2.6981,3.0099,2.8831
2017-02-27,3.2938,2.7136,2.9983,2.8876
2017-02-28,3.2941,2.7178,3.0037,2.8898
2017-03-01,3.3269,2.7301,3.0232,2.8995
2017-03-02,3.3513,2.7039,3.0282,2.8877
2017-03-03,3.3573,2.7746,3.0446,2.914
2017-03-06,3.3698,2.7769,3.0409,2.9253
2017-03-07,3.3674,2.7755,3.047,2.9144
2017-03-08,3.3901,2.8145,3.0469,2.9462
2017-03-09,3.4084,2.8452,3.1239,2.9597
2017-03-10,3.4212,2.8365,3.125,2.9406
2017-03-13,3.4058,2.8301,3.1173,2.9486
2017-03-14,3.3696,2.7888,3.1202,2.9485
2017-03-15,3.365,2.8223,3.1107,2.9451
2017-03-16,3.2945,2.8312,3.0906,2.9205
2017-03-17,3.3207,2.8533,3.0976,2.94
2017-03-20,3.3141,2.8539,3.1064,2.9501
2017-03-21,3.3352,2.8604,3.13,2.9989
2017-03-22,3.3146,2.8691,3.1401,2.9813
2017-03-23,3.3159,2.8995,3.1197,3.0358
2017-03-24,3.2617,2.9011,3.1063,3.0305
2017-03-27,3.2509,2.8739,3.0886,3.0201
2017-03-28,3.2494,2.8495,3.0776,3.0337
2017-03-29,3.2722,2.842,3.0748,3.0281
2017-03-30,3.2861,2.862,3.0932,3.0182
2017-03-31,3.2795,2.8455,3.0818,3.0059
2017-04-05,3.3159,2.9115,3.1045,3.0051
2017-04-06,3.325,2.9862,3.1071,3.0273
2017-04-07,3.2904,2.9792,3.1058,3.0144
2017-04-10,3.3156,3.0051,3.1032,3.0174
2017-04-11,3.326,3.0091,3.1106,3.0255
2017-04-12,3.3257,3.0114,3.1373,3.024
2017-04-13,3.326,2.9973,3.1573,3.0378
2017-04-14,3.3685,2.9844,3.1624,3.0546
2017-04-17,3.41,3.0512,3.235,3.0584
2017-04-18,3.4098,3.0889,3.2799,3.1569
2017-04-19,3.4047,3.1016,3.2557,3.1374
2017-04-20,3.4186,3.1159,3.2684,3.1698
2017-04-21,3.4459,3.1231,3.2975,3.1913
2017-04-24,3.4806,3.1132,3.377,3.2053
2017-04-25,3.4551,3.1277,3.323,3.2145
2017-04-26,3.4573,3.1024,3.3349,3.245
2017-04-27,3.455,3.1495,3.3377,3.2338
2017-04-28,3.4608,3.1754,3.3433,3.2349
2017-05-02,3.4612,3.1649,3.3467,3.2505
2017-05-03,3.5057,3.2761,3.4269,3.2997
2017-05-04,3.5523,3.3299,3.4346,3.3472
2017-05-05,3.5598,3.3582,3.4759,3.4494
2017-05-08,3.6002,3.3879,3.5334,3.5004
2017-05-09,3.6375,3.4008,3.5292,3.4929
2017-05-10,3.6897,3.4254,3.6183,3.585
2017-05-11,3.6282,3.4446,3.6431,3.5796
2017-05-12,3.6508,3.4315,3.6701,3.6011
2017-05-15,3.6074,3.4674,3.6288,3.5923
2017-05-16,3.6166,3.4773,3.6481,3.6341
2017-05-17,3.6219,3.4708,3.6639,3.6718
2017-05-18,3.5962,3.4668,3.6555,3.6738
2017-05-19,3.6195,3.5014,3.6732,3.695
2017-05-22,3.6593,3.5076,3.7017,3.7317
2017-05-23,3.6703,3.4798,3.7073,3.7151
2017-05-24,3.6621,3.4889,3.6592,3.6811
2017-05-25,3.6532,3.4772,3.6444,3.643
2017-05-26,3.6485,3.4755,3.6634,3.6428
2017-05-31,3.6208,3.4525,3.594,3.5767
2017-06-01,3.6152,3.4718,3.5627,3.5811
2017-06-02,3.6287,3.5134,3.5772,3.5903
2017-06-05,3.6134,3.5172,3.5803,3.5873
2017-06-06,3.6306,3.5138,3.5799,3.5878
2017-06-07,3.6428,3.5083,3.6039,3.6052
2017-06-08,3.6535,3.6083,3.6242,3.6263
2017-06-09,3.629,3.6447,3.6263,3.5975
2017-06-12,3.5856,3.6091,3.5876,3.5915
2017-06-13,3.5643,3.6222,3.5601,3.5544
2017-06-14,3.5523,3.6213,3.5497,3.5597
2017-06-15,3.56,3.632,3.55,3.5423
2017-06-16,3.5591,3.5714,3.5697,3.5705
2017-06-19,3.509,3.5244,3.5388,3.54
2017-06-20,3.4947,3.5281,3.4919,3.4958
2017-06-21,3.5303,3.4829,3.5147,3.5052
2017-06-22,3.5503,3.4893,3.5352,3.5224
2017-06-23,3.5446,3.4867,3.546,3.5427
2017-06-26,3.511,3.4722,3.5098,3.5119
2017-06-27,3.4987,3.4238,3.475,3.4649
