指标名称,中国:国债到期收益率:10年,中国:国债到期收益率:1年,中国:国债到期收益率:5年,中国:国债到期收益率:3年
频率,日,日,日,日
单位,%,%,%,%
指标ID,M1001654,M1001646,M1001650,M1001648
来源,中证指数公司,中证指数公司,中证指数公司,中证指数公司
2019-08-15,3.0115,2.568,2.9177,2.7809
2019-08-16,3.0216,2.5896,2.9372,2.7817
2019-08-19,3.022,2.5731,2.9287,2.7822
2019-08-20,3.0324,2.5896,2.9308,2.7796
2019-08-21,3.0591,2.6283,2.9599,2.7932
2019-08-22,3.0618,2.6285,2.9626,2.7784
2019-08-23,3.0616,2.6217,2.962,2.7837
2019-08-26,3.0444,2.6058,2.943,2.7645
2019-08-27,3.052,2.5852,2.9492,2.7742
2019-08-28,3.0547,2.6343,2.9552,2.769
2019-08-29,3.0284,2.6047,2.93,2.7664
2019-08-30,3.0566,2.6283,2.9589,2.7904
2019-09-02,3.0633,2.6088,2.9662,2.7789
2019-09-03,3.0672,2.6297,2.9791,2.8261
2019-09-04,3.0588,2.6195,2.9684,2.8254
2019-09-05,3.0218,2.6177,2.9307,2.7669
2019-09-06,3.0149,2.6088,2.9074,2.751
2019-09-09,3.0247,2.5999,2.9337,2.7514
2019-09-10,3.0472,2.6298,2.956,2.742
2019-09-11,3.0523,2.6058,2.9465,2.7492
2019-09-12,3.085,2.6099,2.9752,2.7481
2019-09-16,3.0925,2.6,2.9776,2.7583
2019-09-17,3.1076,2.5892,2.986,2.7612
2019-09-18,3.1327,2.5997,3.0061,2.7408
2019-09-19,3.1102,2.5829,2.9952,2.752
2019-09-20,3.1005,2.5633,2.9873,2.7531
2019-09-23,3.1034,2.5693,2.9807,2.7528
2019-09-24,3.1181,2.5662,2.991,2.7615
2019-09-25,3.116,2.5574,2.9863,2.7589
2019-09-26,3.1366,2.5587,2.9991,2.7648
2019-09-27,3.1478,2.5476,3.0108,2.7707
2019-09-30,3.1559,2.5229,3.0011,2.7658
2019-10-08,3.1143,2.5562,2.9961,2.787
2019-10-09,3.1052,2.5547,2.997,2.7703
2019-10-10,3.1342,2.566,3.0178,2.7707
2019-10-11,3.1545,2.5572,3.0323,2.7738
2019-10-14,3.1644,2.5524,3.0443,2.7927
2019-10-15,3.1719,2.5313,3.0442,2.7747
2019-10-16,3.1712,2.5503,3.0444,2.803
2019-10-17,3.1552,2.5607,3.0292,2.7932
2019-10-18,3.1822,2.5579,3.0496,2.7844
2019-10-21,3.2157,2.5636,3.0227,2.8009
2019-10-22,3.2251,2.5911,3.0371,2.8262
2019-10-23,3.2179,2.6002,3.0331,2.8239
2019-10-24,3.2225,2.6257,3.017,2.8201
2019-10-25,3.2382,2.6187,3.0359,2.8151
2019-10-28,3.2925,2.6252,3.0744,2.8311
2019-10-29,3.2988,2.6371,3.0784,2.854
2019-10-30,3.3411,2.6967,3.1185,2.9085
2019-10-31,3.3032,2.6664,3.0793,2.8972
2019-11-01,3.2812,2.6763,3.0642,2.8772
2019-11-04,3.2954,2.6568,3.0902,2.8939
2019-11-05,3.2559,2.6291,3.0605,2.8696
2019-11-06,3.2498,2.6706,3.0525,2.8919
2019-11-07,3.2586,2.6473,3.0658,2.884
2019-11-08,3.2768,2.6658,3.0719,2.8942
2019-11-11,3.2521,2.659,3.0484,2.8842
2019-11-12,3.2575,2.6824,3.0569,2.885
2019-11-13,3.247,2.6711,3.0625,2.8903
2019-11-14,3.2643,2.7051,3.0627,2.8834
2019-11-15,3.2472,2.6733,3.0566,2.8846
2019-11-18,3.2074,2.6827,3.0218,2.8515
2019-11-19,3.1802,2.6411,2.9969,2.8429
2019-11-20,3.1767,2.652,2.9838,2.8279
2019-11-21,3.1786,2.6347,2.9706,2.8062
2019-11-22,3.1824,2.6465,2.9691,2.8034
2019-11-25,3.1904,2.6632,3.0,2.8256
2019-11-26,3.172,2.6472,3.0004,2.8281
2019-11-27,3.1708,2.6548,2.9883,2.8201
2019-11-28,3.1701,2.6441,2.9809,2.8174
2019-11-29,3.1649,2.6514,2.9753,2.8341
2019-12-02,3.1954,2.6615,3.0016,2.842
2019-12-03,3.1802,2.6491,2.9919,2.8274
2019-12-04,3.1751,2.6353,2.9783,2.8269
2019-12-05,3.1753,2.6239,2.9781,2.8269
2019-12-06,3.1906,2.6281,3.0116,2.8413
2019-12-09,3.1901,2.6387,3.0023,2.8351
2019-12-10,3.1804,2.5982,3.0025,2.8305
2019-12-11,3.1705,2.6271,2.9935,2.8212
2019-12-12,3.1654,2.5902,2.9781,2.8111
2019-12-13,3.1834,2.6053,2.991,2.8133
2019-12-16,3.186,2.607,2.9919,2.8175
2019-12-17,3.2088,2.6288,3.0093,2.8255
2019-12-18,3.2116,2.6139,3.0149,2.8031
2019-12-19,3.2147,2.6129,3.0008,2.7874
2019-12-20,3.1768,2.5907,2.9714,2.7756
2019-12-23,3.167,2.5588,2.9476,2.7562
2019-12-24,3.1563,2.5204,2.9266,2.7476
2019-12-25,3.1443,2.4935,2.9227,2.731
2019-12-26,3.1171,2.4587,2.8879,2.7274
2019-12-27,3.1326,2.3844,2.89,2.715
2019-12-30,3.1318,2.3581,2.8901,2.7559
2019-12-31,3.1354,2.3598,2.8886,2.7498
2020-01-02,3.15,2.363,2.9039,2.7096
2020-01-03,3.1498,2.3648,2.9371,2.7504
2020-01-06,3.1312,2.3635,2.9163,2.708
2020-01-07,3.1416,2.3469,2.9142,2.6858
2020-01-08,3.1345,2.3314,2.8971,2.6542
2020-01-09,3.1278,2.3344,2.8966,2.672
2020-01-10,3.0937,2.3229,2.8735,2.654
2020-01-13,3.0869,2.2983,2.8743,2.6749
2020-01-14,3.1014,2.2939,2.894,2.6792
2020-01-15,3.0939,2.2904,2.8765,2.6893
2020-01-16,3.0939,2.2704,2.8871,2.6636
2020-01-17,3.0922,2.2721,2.8896,2.6938
2020-01-20,3.0608,2.2447,2.829,2.6191
2020-01-21,3.031,2.2043,2.8143,2.6113
2020-01-22,3.0273,2.2568,2.8254,2.6029
2020-01-23,2.9953,2.2615,2.8163,2.6039
2020-02-03,2.8255,1.952,2.6233,2.4198
2020-02-04,2.8573,2.0431,2.6371,2.4447
2020-02-05,2.8465,2.0826,2.6376,2.4469
2020-02-06,2.8411,2.0139,2.6335,2.4455
2020-02-07,2.8054,2.0376,2.6,2.4163
2020-02-10,2.8008,1.9661,2.5679,2.3942
2020-02-11,2.8271,1.9905,2.6007,2.4341
2020-02-12,2.8337,2.0002,2.6076,2.439
2020-02-13,2.8256,2.0153,2.6078,2.4398
2020-02-14,2.8628,2.0147,2.6219,2.4444
2020-02-17,2.8997,2.0057,2.6506,2.4694
2020-02-18,2.8679,1.9863,2.6472,2.4622
2020-02-19,2.8732,1.9956,2.6539,2.4597
2020-02-20,2.9026,1.9706,2.6665,2.4504
2020-02-21,2.8616,1.982,2.6618,2.413
2020-02-24,2.8219,1.9647,2.6314,2.4067
2020-02-25,2.8194,1.9894,2.6337,2.4019
2020-02-26,2.8096,1.975,2.6351,2.4068
2020-02-27,2.7723,1.9953,2.5959,2.3938
2020-02-28,2.7226,1.9154,2.5319,2.3672
2020-03-02,2.7353,2.0146,2.5402,2.3669
2020-03-03,2.7453,2.0113,2.5392,2.3979
2020-03-04,2.6808,1.9602,2.4858,2.313
2020-03-05,2.6808,2.0072,2.4848,2.3168
2020-03-06,2.6333,1.9675,2.4533,2.2649
2020-03-09,2.5234,1.9671,2.3709,2.1409
2020-03-10,2.6128,1.9783,2.4047,2.1709
2020-03-11,2.5981,1.974,2.4508,2.2273
2020-03-12,2.6467,1.9831,2.421,2.2471
2020-03-13,2.6705,2.0373,2.5073,2.2574
2020-03-16,2.6732,1.9709,2.4785,2.2584
2020-03-17,2.7154,1.9837,2.4717,2.2536
2020-03-18,2.7016,1.9638,2.4837,2.2651
2020-03-19,2.7395,1.9201,2.506,2.2656
2020-03-20,2.7035,1.93,2.4864,2.2404
2020-03-23,2.6339,1.8702,2.4243,2.2065
2020-03-24,2.6265,1.8113,2.4044,2.2044
2020-03-25,2.629,1.7708,2.3896,2.1275
2020-03-26,2.5996,1.7033,2.3318,2.0833
2020-03-27,2.6126,1.7317,2.3459,2.0936
2020-03-30,2.6143,1.7541,2.324,2.0725
2020-03-31,2.5996,1.7039,2.2892,2.0102
2020-04-01,2.5626,1.6219,2.2638,1.9808
2020-04-02,2.5871,1.642,2.2839,2.0122
2020-04-03,2.6404,1.6201,2.2974,2.0154
2020-04-07,2.5303,1.3522,2.093,1.7955
2020-04-08,2.4947,1.2007,2.0528,1.7178
2020-04-09,2.5102,1.1507,2.0252,1.719
2020-04-10,2.5494,1.2023,2.0559,1.7682
2020-04-13,2.5685,1.2319,2.0734,1.7702
2020-04-14,2.5698,1.2018,2.042,1.7167
2020-04-15,2.5583,1.1915,2.0221,1.672
2020-04-16,2.5426,1.1807,2.0243,1.6546
2020-04-17,2.5653,1.2001,2.0295,1.6542
2020-04-20,2.6035,1.1807,2.032,1.6273
2020-04-21,2.5971,1.1751,1.9873,1.5761
2020-04-22,2.5802,1.1818,1.8872,1.5224
2020-04-23,2.5259,1.1204,1.8392,1.4729
2020-04-24,2.4852,1.1512,1.8393,1.4236
2020-04-27,2.5195,1.1229,1.8667,1.4373
2020-04-28,2.5088,1.1306,1.8474,1.4261
2020-04-29,2.4851,1.1412,1.7961,1.434
2020-04-30,2.526,1.1309,1.7911,1.4442
2020-05-06,2.5617,1.1518,1.8376,1.5132
2020-05-07,2.6209,1.1512,1.9227,1.5418
2020-05-08,2.6137,1.1916,1.9432,1.5631
2020-05-11,2.6695,1.2631,2.0002,1.6165
2020-05-12,2.6737,1.2205,2.0227,1.617
2020-05-13,2.6776,1.2323,2.0458,1.6231
2020-05-14,2.6823,1.2114,2.0259,1.6176
2020-05-15,2.6965,1.2606,1.9959,1.6075
2020-05-18,2.7191,1.2006,2.0583,1.6516
2020-05-19,2.7279,1.2331,2.1088,1.665
2020-05-20,2.6825,1.3607,2.1316,1.6587
2020-05-21,2.6698,1.3669,2.1465,1.6646
2020-05-22,2.5993,1.3108,2.0464,1.6576
2020-05-25,2.6852,1.3431,2.1395,1.7324
2020-05-26,2.7359,1.4679,2.2243,1.7306
2020-05-27,2.7556,1.5988,2.2959,1.9379
2020-05-28,2.7217,1.5827,2.2532,1.9146
2020-05-29,2.7309,1.5673,2.2335,1.901
2020-06-01,2.7435,1.5863,2.2573,1.9167
2020-06-02,2.786,1.7682,2.3671,2.0671
2020-06-03,2.7905,1.9012,2.3793,2.2774
2020-06-04,2.8252,1.9647,2.4698,2.3079
2020-06-05,2.8452,2.0537,2.5181,2.3776
2020-06-08,2.8126,2.0199,2.4997,2.3562
2020-06-09,2.825,2.0793,2.5046,2.3086
2020-06-10,2.8226,2.0831,2.5229,2.3389
2020-06-11,2.7751,2.0429,2.4968,2.3122
2020-06-12,2.75,1.9818,2.4721,2.2916
2020-06-15,2.7607,1.9128,2.4926,2.283
2020-06-16,2.8351,2.0358,2.601,2.3526
2020-06-17,2.8826,2.1776,2.6471,2.3879
2020-06-18,2.865,2.1656,2.6307,2.4068
2020-06-19,2.8704,2.2092,2.6039,2.3778
2020-06-22,2.8903,2.2068,2.6279,2.418
2020-06-23,2.9165,2.1942,2.6695,2.4936
2020-06-24,2.8733,2.193,2.6074,2.4299
2020-06-29,2.8541,2.1357,2.5827,2.3968
2020-06-30,2.8405,2.1354,2.5805,2.3524
2020-07-01,2.8465,2.0879,2.5966,2.4038
2020-07-02,2.8496,2.0781,2.5807,2.3896
2020-07-03,2.9023,2.0714,2.6104,2.4013
2020-07-06,2.995,2.0949,2.7749,2.5913
2020-07-07,3.0019,2.096,2.7935,2.6313
2020-07-08,3.0441,2.1047,2.846,2.6624
2020-07-09,3.0815,2.1737,2.8877,2.7125
2020-07-10,3.0361,2.2564,2.8551,2.699
2020-07-13,3.0508,2.2337,2.8875,2.7106
2020-07-14,3.0209,2.2034,2.8552,2.693
2020-07-15,2.9609,2.2267,2.7695,2.6239
2020-07-16,2.9411,2.2062,2.7107,2.5732
2020-07-17,2.951,2.186,2.7202,2.5291
2020-07-20,2.9466,2.2497,2.7051,2.5192
2020-07-21,2.9111,2.2424,2.6547,2.4539
2020-07-22,2.8912,2.2532,2.6294,2.5185
2020-07-23,2.9023,2.2522,2.6424,2.4853
2020-07-24,2.8623,2.2422,2.6232,2.4551
2020-07-27,2.8761,2.2443,2.6324,2.476
2020-07-28,2.9129,2.257,2.6658,2.486
2020-07-29,2.9394,2.2509,2.685,2.4962
2020-07-30,2.947,2.2529,2.6832,2.5057
2020-07-31,2.9615,2.2541,2.7073,2.505
2020-08-03,2.9517,2.1977,2.6957,2.5457
2020-08-04,2.9392,2.1914,2.7069,2.5756
2020-08-05,2.9517,2.2054,2.7616,2.6603
2020-08-06,2.977,2.2521,2.8241,2.6778
2020-08-07,2.9867,2.2189,2.8358,2.6883
2020-08-10,2.9622,2.2039,2.8196,2.6716
2020-08-11,2.9522,2.223,2.8246,2.6791
2020-08-12,2.9547,2.255,2.8628,2.7142
2020-08-13,2.9597,2.2716,2.8477,2.7003
2020-08-14,2.9524,2.2663,2.8332,2.6898
2020-08-17,2.9377,2.2711,2.8108,2.6945
2020-08-18,2.9673,2.2823,2.8435,2.6964
2020-08-19,2.9875,2.3675,2.8806,2.731
2020-08-20,2.9949,2.4369,2.9032,2.761
2020-08-21,2.9829,2.4386,2.8822,2.7553
2020-08-24,2.9952,2.4474,2.9004,2.7817
2020-08-25,3.0428,2.4811,2.9475,2.8543
2020-08-26,3.0627,2.4859,2.9775,2.8802
2020-08-27,3.0577,2.4969,2.9889,2.8991
2020-08-28,3.0756,2.4884,2.9899,2.9223
2020-08-31,3.0281,2.4604,2.9678,2.8836
2020-09-01,3.0382,2.5085,2.9817,2.9083
2020-09-02,3.1004,2.5294,3.0545,2.9539
2020-09-03,3.0959,2.5659,3.0796,2.9529
2020-09-04,3.1229,2.6058,3.0946,2.9826
2020-09-07,3.1531,2.6133,3.1083,3.0061
2020-09-08,3.1263,2.5933,3.0913,2.9828
2020-09-09,3.0765,2.583,3.031,2.9231
2020-09-10,3.0764,2.5685,2.9914,2.8727
2020-09-11,3.1337,2.5904,3.0394,2.9042
2020-09-14,3.1538,2.6018,3.0671,2.9049
2020-09-15,3.1043,2.5941,2.9956,2.8359
2020-09-16,3.1266,2.6087,2.9989,2.8377
2020-09-17,3.1343,2.6183,3.0185,2.8531
2020-09-18,3.1245,2.6121,2.9891,2.8371
2020-09-21,3.1094,2.6152,2.9516,2.8062
2020-09-22,3.0847,2.6108,2.9316,2.8085
2020-09-23,3.0846,2.5876,2.943,2.8105
2020-09-24,3.0798,2.5865,2.9539,2.8348
2020-09-25,3.1195,2.5939,2.9997,2.8671
2020-09-28,3.12,2.6025,3.0053,2.8786
2020-09-29,3.1325,2.6411,3.0221,2.8829
2020-09-30,3.1574,2.6025,3.0697,2.9221
2020-10-09,3.1878,2.6345,3.1169,2.9826
2020-10-12,3.1858,2.6666,3.0936,2.9907
2020-10-13,3.1931,2.6611,3.107,2.9842
2020-10-14,3.2131,2.6475,3.1461,3.0088
2020-10-15,3.2308,2.6962,3.1652,3.0169
2020-10-16,3.231,2.7047,3.1574,3.0133
2020-10-19,3.1941,2.6946,3.1262,2.9847
2020-10-20,3.1965,2.6911,3.1176,2.99
2020-10-21,3.1961,2.6731,3.1074,2.9687
2020-10-22,3.1595,2.6545,3.0524,2.9216
2020-10-23,3.1865,2.6656,3.0202,2.9465
2020-10-26,3.1968,2.6729,3.0081,2.9622
2020-10-27,3.1795,2.6875,2.993,2.9488
2020-10-28,3.1819,2.7269,2.9903,2.9482
2020-10-29,3.1872,2.7279,2.9935,2.947
2020-10-30,3.1898,2.7323,2.991,2.9444
2020-11-02,3.1801,2.7547,2.9663,2.9339
2020-11-03,3.1775,2.7329,2.9638,2.9251
2020-11-04,3.1797,2.73,2.9815,2.9322
2020-11-05,3.1822,2.7417,2.992,2.9467
2020-11-06,3.2075,2.774,3.0374,2.9785
2020-11-09,3.2301,2.7859,3.0591,2.9503
2020-11-10,3.2305,2.7847,3.0482,2.9822
2020-11-11,3.2365,2.8105,3.056,2.9991
2020-11-12,3.2527,2.8273,3.0741,2.9731
2020-11-13,3.2779,2.8489,3.1136,3.0451
2020-11-16,3.2752,2.8521,3.1083,3.001
2020-11-17,3.2878,2.8651,3.1257,3.0159
2020-11-18,3.3224,2.9381,3.1703,3.0658
2020-11-19,3.3375,2.9766,3.1977,3.0906
2020-11-20,3.3305,3.011,3.1996,3.1307
2020-11-23,3.2724,2.9714,3.1499,3.0807
2020-11-24,3.29,2.9684,3.1755,3.1005
2020-11-25,3.2699,2.9503,3.14,3.0835
2020-11-26,3.2826,2.9306,3.1352,3.079
2020-11-27,3.3001,2.9106,3.1515,3.0818
2020-11-30,3.2425,2.8257,3.0562,2.9996
2020-12-01,3.2651,2.8529,3.0885,3.0048
2020-12-02,3.2976,2.8612,3.1224,3.0524
2020-12-03,3.2876,2.8887,3.1371,3.0605
2020-12-04,3.2653,2.871,3.1183,3.0355
2020-12-07,3.2776,2.8635,3.1378,3.0439
2020-12-08,3.2577,2.843,3.1133,3.0183
2020-12-09,3.2703,2.8413,3.1185,3.0111
2020-12-10,3.2601,2.7862,3.1028,2.9616
2020-12-11,3.2902,2.8387,3.1352,2.9937
2020-12-14,3.2903,2.8307,3.1385,2.9999
2020-12-15,3.2753,2.7947,3.0999,2.9595
2020-12-16,3.278,2.7333,3.0811,2.9227
2020-12-17,3.2827,2.7343,3.1054,2.9539
2020-12-18,3.288,2.7326,3.1203,2.9695
2020-12-21,3.2732,2.7029,3.0795,2.9308
2020-12-22,3.2282,2.6633,3.034,2.8924
2020-12-23,3.2153,2.6628,3.0224,2.8832
2020-12-24,3.2254,2.6556,3.0428,2.9013
2020-12-25,3.1903,2.6251,3.004,2.8908
2020-12-28,3.1729,2.5817,3.0016,2.8626
2020-12-29,3.1529,2.5549,2.986,2.847
2020-12-30,3.1359,2.5261,2.9477,2.8215
2020-12-31,3.1432,2.4797,2.9693,2.8166
2021-01-04,3.1808,2.5229,3.006,2.8533
2021-01-05,3.14,2.5048,2.9696,2.8339
2021-01-06,3.143,2.4161,2.9611,2.805
2021-01-07,3.1255,2.3538,2.9317,2.7713
2021-01-08,3.1406,2.3185,2.9224,2.7632
2021-01-11,3.1656,2.2614,2.9638,2.786
2021-01-12,3.1484,2.2115,2.945,2.7532
2021-01-13,3.129,2.1572,2.9061,2.7037
2021-01-14,3.1167,2.2383,2.909,2.7405
2021-01-15,3.1463,2.3277,2.9491,2.7743
2021-01-18,3.161,2.4147,2.9891,2.8147
2021-01-19,3.1609,2.4606,2.9933,2.8302
2021-01-20,3.1591,2.4384,2.9593,2.8003
2021-01-21,3.137,2.4162,2.931,2.7653
2021-01-22,3.1214,2.4294,2.936,2.7554
2021-01-25,3.1267,2.4877,2.9555,2.7798
2021-01-26,3.1686,2.543,3.0151,2.8457
2021-01-27,3.1612,2.5845,2.9949,2.844
2021-01-28,3.1887,2.6443,3.0297,2.8782
2021-01-29,3.1814,2.7027,3.0142,2.8853
2021-02-01,3.1714,2.6251,2.9923,2.8472
2021-02-02,3.1764,2.6075,3.002,2.8498
2021-02-03,3.2123,2.6703,3.0453,2.8953
2021-02-04,3.2221,2.6985,3.0789,2.9207
2021-02-05,3.2276,2.6919,3.0748,2.9201
2021-02-08,3.2343,2.6924,3.0844,2.9132
2021-02-09,3.2248,2.6559,3.0743,2.8831
2021-02-10,3.2449,2.6432,3.0772,2.8789
2021-02-18,3.2854,2.6801,3.1187,2.9299
2021-02-19,3.2669,2.6738,3.0802,2.8968
2021-02-22,3.2712,2.6326,3.0846,2.8912
2021-02-23,3.2727,2.6103,3.0865,2.8826
2021-02-24,3.2623,2.5856,3.0639,2.8668
2021-02-25,3.2693,2.5783,3.0828,2.8734
2021-02-26,3.2851,2.5942,3.0999,2.8982
2021-03-01,3.2551,2.5953,3.0869,2.8938
2021-03-02,3.2494,2.5895,3.0856,2.8935
2021-03-03,3.2609,2.6035,3.0952,2.922
2021-03-04,3.266,2.61,3.0977,2.9308
2021-03-05,3.2431,2.6261,3.0815,2.9215
2021-03-08,3.2364,2.6178,3.0812,2.9197
2021-03-09,3.2455,2.6236,3.0966,2.9486
2021-03-10,3.2514,2.6298,3.0824,2.9413
2021-03-11,3.2509,2.6297,3.0943,2.9492
2021-03-12,3.2621,2.6343,3.1007,2.9588
2021-03-15,3.2807,2.6484,3.0857,2.9668
2021-03-16,3.2691,2.6426,3.0732,2.9515
2021-03-17,3.2638,2.6448,3.0633,2.9308
2021-03-18,3.2636,2.6413,3.0716,2.9387
2021-03-19,3.2399,2.6326,3.0516,2.9104
2021-03-22,3.2334,2.6441,3.0474,2.9107
2021-03-23,3.2315,2.634,3.0375,2.9041
2021-03-24,3.197,2.5968,3.0074,2.8768
2021-03-25,3.1904,2.6013,3.0134,2.8765
2021-03-26,3.2019,2.6135,3.0082,2.8756
2021-03-29,3.2019,2.6217,3.0191,2.8903
2021-03-30,3.2013,2.6142,3.012,2.8651
2021-03-31,3.2069,2.5816,3.0019,2.8529
2021-04-01,3.2015,2.5927,2.9946,2.8552
2021-04-02,3.1995,2.5792,3.0001,2.868
2021-04-06,3.2099,2.567,3.0468,2.8807
2021-04-07,3.2225,2.59,3.026,2.9045
2021-04-08,3.2278,2.5893,3.0361,2.9027
2021-04-09,3.2208,2.5882,3.0294,2.8886
2021-04-12,3.2008,2.5669,3.0218,2.866
2021-04-13,3.1729,2.5536,2.9776,2.8357
2021-04-14,3.1757,2.5589,2.9829,2.8282
2021-04-15,3.1781,2.5504,2.9805,2.829
2021-04-16,3.1732,2.5465,2.9885,2.8346
2021-04-19,3.1714,2.5417,2.9741,2.8125
2021-04-20,3.1624,2.5177,2.9625,2.7926
2021-04-21,3.1582,2.5162,2.9536,2.7621
2021-04-22,3.1674,2.516,2.964,2.7478
2021-04-23,3.1686,2.4602,2.9693,2.7531
2021-04-26,3.2042,2.4909,2.9925,2.7851
2021-04-27,3.2181,2.433,2.9954,2.7957
2021-04-28,3.199,2.3997,2.9933,2.7868
2021-04-29,3.1991,2.376,2.9788,2.7754
2021-04-30,3.1617,2.3731,2.9543,2.7561
2021-05-06,3.1629,2.3355,2.9513,2.7526
2021-05-07,3.166,2.3161,2.9459,2.7293
2021-05-10,3.166,2.3247,2.9424,2.7298
2021-05-11,3.1513,2.3003,2.9177,2.7108
2021-05-12,3.1431,2.2994,2.9125,2.7162
2021-05-13,3.1564,2.2911,2.9469,2.7517
2021-05-14,3.1359,2.3331,2.9319,2.7419
2021-05-17,3.159,2.3363,2.9542,2.7627
2021-05-18,3.1554,2.342,2.9542,2.7755
2021-05-19,3.1396,2.3405,2.9348,2.7528
2021-05-20,3.1084,2.3379,2.9075,2.7323
2021-05-21,3.0716,2.3394,2.8759,2.7176
2021-05-24,3.0889,2.3217,2.9093,2.7292
2021-05-25,3.085,2.3358,2.9153,2.7438
2021-05-26,3.0726,2.3196,2.886,2.723
2021-05-27,3.086,2.3319,2.902,2.7234
2021-05-28,3.1011,2.3875,2.9305,2.7619
2021-05-31,3.0612,2.4148,2.9273,2.7545
2021-06-01,3.0325,2.3871,2.9109,2.7442
2021-06-02,3.065,2.3888,2.9274,2.7617
2021-06-03,3.0652,2.3342,2.9345,2.7627
2021-06-04,3.0927,2.3651,2.9573,2.7812
2021-06-07,3.1154,2.4,3.0007,2.8176
2021-06-08,3.1101,2.4234,2.9954,2.8411
2021-06-09,3.1225,2.4302,3.0027,2.8512
2021-06-10,3.1002,2.4329,2.9785,2.8263
2021-06-11,3.1251,2.44,3.0014,2.8453
2021-06-15,3.1202,2.455,3.0024,2.846
2021-06-16,3.1275,2.4672,2.9983,2.8408
2021-06-17,3.1327,2.4979,3.0134,2.8418
2021-06-18,3.1176,2.5299,2.996,2.8441
2021-06-21,3.0925,2.5338,2.9588,2.8093
2021-06-22,3.0904,2.5323,2.9554,2.8051
2021-06-23,3.0833,2.523,2.9518,2.7822
2021-06-24,3.0857,2.5001,2.9461,2.7678
2021-06-25,3.0857,2.4759,2.9495,2.77
2021-06-28,3.0954,2.4501,2.957,2.7755
2021-06-29,3.09,2.4797,2.9621,2.7904
2021-06-30,3.0775,2.45,2.9487,2.7711
2021-07-01,3.0899,2.42,2.9631,2.7769
2021-07-02,3.085,2.4022,2.9537,2.7718
2021-07-05,3.0775,2.3987,2.9502,2.7645
2021-07-06,3.0874,2.3998,2.9546,2.7677
2021-07-07,3.06,2.3999,2.9331,2.7612
2021-07-08,2.9975,2.3539,2.87,2.6997
2021-07-09,3.0052,2.3401,2.8866,2.7315
2021-07-12,2.9675,2.313,2.8252,2.6721
2021-07-13,2.945,2.3001,2.8081,2.646
2021-07-14,2.915,2.2868,2.7671,2.6233
2021-07-15,2.9579,2.2799,2.8209,2.6629
2021-07-16,2.95,2.2871,2.7997,2.6418
2021-07-19,2.9502,2.26,2.7982,2.6251
2021-07-20,2.9333,2.2561,2.7842,2.5977
2021-07-21,2.9237,2.2101,2.7725,2.5825
2021-07-22,2.9282,2.1998,2.7786,2.5862
2021-07-23,2.9203,2.16,2.7626,2.5545
2021-07-26,2.8907,2.1198,2.7176,2.5228
2021-07-27,2.9267,2.1723,2.7632,2.5597
2021-07-28,2.9139,2.2078,2.7708,2.6055
2021-07-29,2.8951,2.1692,2.7486,2.5794
2021-07-30,2.848,2.1489,2.701,2.5293
2021-08-02,2.8142,2.1211,2.6672,2.5095
2021-08-03,2.83,2.1166,2.6838,2.5218
2021-08-04,2.8382,2.1398,2.7043,2.5642
2021-08-05,2.8026,2.1392,2.6676,2.5432
2021-08-06,2.8125,2.1416,2.6834,2.5485
2021-08-09,2.86,2.1837,2.7389,2.5968
2021-08-10,2.865,2.2257,2.7441,2.5986
2021-08-11,2.885,2.1905,2.7601,2.5987
2021-08-12,2.8724,2.1974,2.7459,2.5815
2021-08-13,2.8674,2.2096,2.7458,2.5853
2021-08-16,2.8823,2.2019,2.7597,2.5954
2021-08-17,2.8774,2.1968,2.7311,2.5811
2021-08-18,2.8448,2.2091,2.6963,2.5336
2021-08-19,2.8349,2.2089,2.689,2.5504
2021-08-20,2.8449,2.2393,2.7017,2.5609
2021-08-23,2.8649,2.2865,2.7224,2.572
2021-08-24,2.8649,2.2712,2.7177,2.5661
2021-08-25,2.8399,2.2766,2.693,2.5462
2021-08-26,2.8773,2.2906,2.7232,2.5761
2021-08-27,2.8674,2.2996,2.7135,2.5544
2021-08-30,2.8498,2.2769,2.6942,2.5432
2021-08-31,2.8523,2.2706,2.6875,2.5549
2021-09-01,2.8178,2.2515,2.647,2.5244
2021-09-02,2.8273,2.2564,2.6524,2.5252
2021-09-03,2.8299,2.2695,2.6625,2.5353
2021-09-06,2.8349,2.2677,2.6656,2.5474
2021-09-07,2.8549,2.2999,2.6938,2.5508
2021-09-08,2.8673,2.31,2.7065,2.5659
2021-09-09,2.8723,2.3198,2.7066,2.5711
2021-09-10,2.8649,2.35,2.7066,2.5762
2021-09-13,2.8824,2.3649,2.7275,2.5847
2021-09-14,2.8928,2.39,2.7522,2.6222
2021-09-15,2.8949,2.39,2.7579,2.6027
2021-09-16,2.8875,2.3999,2.7529,2.6049
2021-09-17,2.875,2.3901,2.7282,2.5873
2021-09-22,2.8603,2.3799,2.7116,2.5655
2021-09-23,2.8573,2.34,2.7068,2.5578
2021-09-24,2.868,2.33,2.715,2.5402
2021-09-27,2.8767,2.37,2.723,2.5433
2021-09-28,2.8825,2.39,2.7263,2.5453
2021-09-29,2.8667,2.374,2.7071,2.5327
2021-09-30,2.868,2.3501,2.7046,2.5118
2021-10-08,2.9052,2.3743,2.7424,2.544
2021-10-11,2.962,2.3829,2.786,2.5868
2021-10-12,2.9608,2.3806,2.7991,2.6025
