,日期,沪深300月度收益率(%)
202,2019-11,-1.485784295644521
203,2019-12,6.991450680647571
204,2020-01,-2.2570796601324994
205,2020-02,-1.6111438359350028
206,2020-03,-6.444267055353237
207,2020-04,6.13184810019336
208,2020-05,-1.1600391555882106
209,2020-06,7.691620199064753
210,2020-07,12.755916933612333
211,2020-08,2.5818623520641015
212,2020-09,-4.743119760293091
213,2020-10,2.3325008846260875
214,2020-11,5.635163884189542
215,2020-12,5.054066991826578
216,2021-01,2.6894258217033062
217,2021-02,-0.2948230360701354
218,2021-03,-5.409051855909642
219,2021-04,1.4929771805242575
220,2021-05,4.061395260504019
221,2021-06,-2.034566715479813
222,2021-07,-7.8927728583429
223,2021-08,-0.11835473862658041
224,2021-09,1.2852291730677479
225,2021-10,0.8797048371022909
226,2021-11,-1.5618800199080463
227,2021-12,2.245267320458022
228,2022-01,-7.599244805924366
229,2022-02,0.38506236628823576
230,2022-03,-7.854146349612712
231,2022-04,-4.882345772561458
232,2022-05,1.8748637299428772
233,2022-06,9.63105367377526
234,2022-07,-7.009462374661657
235,2022-08,-2.178850738290594
236,2022-09,-6.708064132787916
237,2022-10,-7.788441892834719
238,2022-11,9.827413986265721
239,2022-12,0.4752231549517205
240,2023-01,7.351370897126164
241,2023-02,-2.0986862229125935
242,2023-03,-0.4260531115920063
243,2023-04,-0.542144256856103
244,2023-05,-5.715753358159681
245,2023-06,1.1438922358665948
246,2023-07,4.480190556343566
247,2023-08,-6.205582627441153
248,2023-09,-1.9921801684270934
249,2023-10,-3.1654108507897516
250,2023-11,-2.147169027382567
